,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
707,10.270833333333334,10.270833333333334,1.375,-4.1875,0.46101078485857105,148.909,148.909,147.91354676,32,0,0.4478758800602103,-0.16004778882170304,0.4478758800602103,0.16004778882170304,1.2,1.2,1.2,79.9187380497978,11.591436458951545,2.1900953302514687,-1.8519840822435547,2.209324751798686,-1.8765533724865002,9.094143353529578,-0.02448798378027734,0.7219280948873623,3.0237157840738176,22.364527976600282,4.5,2.011857892036909,3.597854431151613,2.0,0.7559289460184544,1.5489272155758065,0.42857142857142844,1.3277469477228496,0.0,0.0,0.0,0.0,0.26999999999999996,3.6096404744368114,5.27,1.1614173210320275,301.82281207133053,35.10340484224961,0.0,0.0,0.0,0.0,0.0,5.085566541578894,0.0,0.0,13.171245143024459,0.0,0.0,0.0,15.929943897949348,0.0,13.171245143024459,15.929943897949348,0.0,0.0,0.0,5.085566541578894,0.0,0.0,0.0,0.0,0.0,13.171245143024459,0.0,15.929943897949348,5.085566541578894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.085566541578894,13.171245143024459,0.0,0.0,0.0,0.0,15.929943897949348,0.0,0.0,0.0,0.0,30.8125,1.375,0.0,-4.1875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.9011,14.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,5.354166666666666,5.354166666666666,0.0,0.0,0.4494698079729435,73.13900000000001,62.050999999999995,73.08914935199999,32,0,0.006857356991357578,-0.3258160878010253,0.3258160878010253,0.006857356991357578,1.2,1.2,1.2,14.665112626365344,10.145987233737078,1.9504517597191777,-2.058722204774076,1.8758712891502256,-2.2580269740971026,4.59567920101274,0.5799441027963427,0.7219280948873623,3.0237157840738176,19.11941547876375,4.5,4.077350269189626,4.077350269189626,2.0,1.7886751345948129,1.7886751345948129,2.366025403784439,2.366025403784439,0.0,0.0,0.0,0.0,-0.04,3.6096404744368114,4.960000000000001,0.9767560019818928,9507.96,33.17396806803208,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,5.538925252383345,0.0,0.0,0.0,0.0,0.0,5.733667477162185,26.310136851455216,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,5.538925252383345,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,20.771211599071872,0.0,5.733667477162185,0.0,0.0,0.0,0.0,5.354166666666666,0.0,0.0,0.0,5.895833333333333,0.0,1.0,5,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7436,23.940399999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,8.520833333333332,8.520833333333332,0.5,-0.5,0.4498276567484776,74.12299999999999,64.04299999999999,74.07316494,32,0,0.05632585341065862,-0.3907600879079809,0.3907600879079809,0.05632585341065862,1.2,1.2,1.2,16.27984148257892,10.191955772566992,1.974011306289054,-2.041982881014427,1.9294032058885513,-2.0955514074936135,4.504159461784884,0.10158908055418193,0.7219280948873623,3.0237157840738176,19.11941547876375,4.5,3.947213595499958,3.947213595499958,2.0,1.723606797749979,1.723606797749979,2.170820393249937,2.170820393249937,0.0,0.0,0.0,0.0,-0.04,3.6096404744368114,4.960000000000001,0.9767560019818928,9507.96,32.62831112321538,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,0.0,26.37226241005556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,20.23,5.601050810983688,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,0.0,5.106527394840706,0.0,0.0,0.0,8.520833333333332,-0.5,0.0,0.0,0.0,5.229166666666667,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7771999999999999,21.971799999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,10.786265432098766,10.786265432098766,0.6195987654320989,-3.0277777777777777,0.4076457672724475,100.495,97.471,99.989134216,32,0,0.3184320295444563,-0.18859860391513794,0.3184320295444563,0.18859860391513794,1.6,1.6,1.6,35.49589389732414,10.857935462510667,2.1219416398338544,-1.903835954715274,2.1451657400281965,-1.9229812206193004,6.208659650110843,0.11914751993119094,0.7219280948873623,3.0237157840738176,23.11941547876375,4.5,2.633893419027682,3.389822365046136,2.0,1.066946709513841,1.444911182523068,0.7812324237995549,1.4449111825230678,0.0,0.0,0.0,0.0,0.14999999999999997,3.6096404744368114,5.1499999999999995,1.0887269482450925,852.5944444444452,33.7385301749603,0.0,0.0,0.0,0.0,0.0,5.381710990138906,0.0,0.0,8.78083009534964,0.0,0.0,11.600939890232516,6.923737199690624,0.0,8.78083009534964,11.600939890232516,0.0,0.0,0.0,12.30544818982953,0.0,0.0,0.0,0.0,0.0,8.78083009534964,0.0,11.600939890232516,5.381710990138906,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,5.381710990138906,8.78083009534964,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,11.600939890232516,0.0,21.57253086419753,4.196759259259259,0.0,-3.0277777777777777,0.0,0.0,0.0,0.0,0.6195987654320989,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.8379,16.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,10.983796296296298,10.983796296296298,2.583333333333333,-2.583333333333333,0.4494251669146117,137.368,137.368,135.90496126,32,0,0.3332652876584487,-0.1891693418719329,0.3332652876584487,0.1891693418719329,1.2,1.2,1.2,35.58261369619987,11.746593226022126,2.13786757754392,-1.8853781395366827,2.2572913185836065,-1.8349284903130567,6.656335703923823,0.5072618813633095,0.7219280948873623,3.0237157840738176,22.364527976600282,4.5,2.011857892036909,4.279644730092272,2.0,0.7559289460184544,1.889822365046136,0.42857142857142844,2.571428571428571,0.0,0.0,0.0,0.0,0.8,3.6096404744368114,5.800000000000001,1.498961937716263,58.79999999999998,43.8145851114008,0.0,0.0,0.0,0.0,0.0,4.046305284878669,0.0,0.0,4.39041504767482,0.0,0.0,34.802819670697545,0.0,0.0,4.39041504767482,34.802819670697545,0.0,0.0,0.0,4.046305284878669,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,34.802819670697545,4.046305284878669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.046305284878669,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,0.0,8.400462962962965,13.182870370370368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.2836,21.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,10.551697530864198,10.551697530864198,3.5555555555555554,-3.5555555555555554,0.429674058961908,120.91300000000001,120.91300000000001,119.9345118,32,0,0.40081272228189074,-0.171534140181979,0.40081272228189074,0.171534140181979,1.2,1.2,1.2,35.539463431130144,11.654690049672142,2.168229214649933,-1.865257707718277,2.2189023423628975,-1.862732576676097,6.452046741570874,0.19382415318667517,0.7219280948873623,3.0237157840738176,23.11941547876375,4.5,2.011857892036909,3.5237157840738176,2.0,0.7559289460184544,1.5118578920369088,0.42857142857142844,1.5714285714285716,0.0,0.0,0.0,0.0,0.43999999999999995,3.6096404744368114,5.439999999999999,1.2668585316924499,136.53917355371897,37.676854287445366,0.0,0.0,0.0,0.0,0.0,4.840892812183238,0.0,0.0,8.78083009534964,0.0,0.0,23.20187978046503,0.0,0.0,8.78083009534964,23.20187978046503,0.0,0.0,0.0,4.840892812183238,0.0,0.0,0.0,0.0,0.0,8.78083009534964,0.0,23.20187978046503,4.840892812183238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.840892812183238,8.78083009534964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,21.103395061728396,7.924382716049381,-3.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.0143,16.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,10.119598765432098,10.119598765432098,3.530092592592592,-4.527777777777778,0.41085419838740544,104.45800000000001,104.45800000000001,103.96406234,32,0,0.4753250269132529,-0.15568093590946064,0.4753250269132529,0.15568093590946064,1.2,1.2,1.2,35.49592860075715,11.56563898185222,2.2022441874993377,-1.8432761381917158,2.1778511259809057,-1.8895513702872455,6.200598739178013,-0.04197556878601567,0.7219280948873623,3.0237157840738176,22.364527976600282,4.5,2.011857892036909,2.767786838055363,2.0,0.7559289460184544,1.1338934190276815,0.42857142857142844,0.8571428571428571,0.0,0.0,0.0,0.0,0.07999999999999996,3.6096404744368114,5.080000000000001,1.047018698060942,2758.0800000000027,31.539123463489926,0.0,0.0,0.0,0.0,0.0,5.635480339487805,0.0,0.0,13.171245143024459,0.0,0.0,11.600939890232516,0.0,0.0,13.171245143024459,11.600939890232516,0.0,0.0,0.0,5.635480339487805,0.0,0.0,0.0,0.0,0.0,13.171245143024459,0.0,11.600939890232516,5.635480339487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.635480339487805,13.171245143024459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,30.358796296296294,3.530092592592592,0.0,0.0,-4.527777777777778,0.0,0.0,0.0,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.7449999999999999,11.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,9.6875,9.6875,5.5,-5.5,0.3931671530217094,88.00300000000001,88.00300000000001,87.99361288,32,0,0.5594364844715236,-0.1398591211178809,0.5594364844715236,0.1398591211178809,0.8,0.8,0.8,19.532788422552144,11.479211577447852,2.241364269577622,-1.818786906223978,2.133572220796798,-1.9154722207967991,4.078799805357299,-0.2367998053572988,0.7219280948873623,3.0237157840738176,19.11941547876375,4.5,2.011857892036909,2.011857892036909,2.0,0.7559289460184544,0.7559289460184544,0.42857142857142844,0.42857142857142844,0.0,0.0,0.0,0.0,-0.28,3.6096404744368114,4.72,0.8411795197809182,140.37306122448973,25.401392639534482,0.0,0.0,0.0,0.0,0.0,6.430067866792373,0.0,0.0,0.0,17.56166019069928,0.0,0.0,0.0,0.0,17.56166019069928,0.0,0.0,0.0,0.0,6.430067866792373,0.0,0.0,0.0,0.0,0.0,17.56166019069928,0.0,0.0,6.430067866792373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.430067866792373,17.56166019069928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,0.0,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.4756999999999998,7.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,11.321180555555555,11.321180555555555,0.33333333333333326,-2.7291666666666665,0.5992971023686734,223.84199999999998,221.826,221.849130704,38,0,0.3104437113475377,-0.19283570221069524,0.3104437113475377,0.19283570221069524,1.5,1.6666666666666667,1.6666666666666667,79.9199803222334,10.86629652182835,2.198159834157884,-1.9743247036306268,2.2238151762672946,-2.036613344450702,9.119111199192279,0.14458384405567196,1.3516441151533922,3.1684898726705697,39.30296890880646,5.207106781186548,2.7189646732234563,5.890957751452865,2.5606601717798214,1.1877613420195388,3.1022285193232935,0.7488081981105629,2.4697274519579127,0.15152288168283157,1.8885965943133078,0.0,0.0,0.82,12.16479703638053,6.82,2.211075411594639,4.820000000000001,51.17035915936134,0.0,0.0,0.0,0.0,0.0,4.8317971922299945,0.0,0.0,8.78083009534964,0.0,15.929943897949348,15.929943897949348,0.0,5.330089647061427,8.78083009534964,31.859887795898697,0.0,0.0,0.0,4.8317971922299945,5.330089647061427,0.0,0.0,0.0,0.0,8.78083009534964,0.0,31.859887795898697,10.161886839291421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8317971922299945,8.78083009534964,0.0,5.330089647061427,0.0,0.0,0.0,0.0,0.0,31.859887795898697,0.0,22.64236111111111,4.670138888888889,-2.7291666666666665,-0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2.3690000000000007,27.667999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,2.2430555555555554,2.2430555555555554,0.5416666666666667,0.5416666666666667,0.4244820558666797,86.17799999999998,72.06599999999999,86.109550448,38,0,-0.03852311765626792,-0.06488336083848827,0.06488336083848827,0.03852311765626792,1.1666666666666667,1.3333333333333333,1.3333333333333333,14.087463954608307,9.938033219078697,2.027634076138967,-2.1218398136630356,2.156155175443969,-1.996399463192295,4.547798331492759,0.39760393957781626,1.3516441151533922,3.168489872670569,29.793193904479523,5.207106781186548,5.207106781186548,5.207106781186548,2.5606601717798214,2.560660171779821,2.560660171779821,2.914213562373095,2.914213562373095,1.0606601717798212,1.0606601717798212,0.0,0.0,0.0,12.16479703638053,6.0,1.6326530612244898,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.11577042168851,5.41499046939678,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,6.4208216229260096,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.5416666666666667,0.0,0.0,1.2708333333333333,8.9375,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442500000000001,29.74599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,8.82638888888889,8.82638888888889,0.45833333333333326,-0.45833333333333326,0.5097634659284825,88.14999999999998,76.05399999999999,88.088815004,38,0,0.05886986149053354,-0.3904828518322725,0.3904828518322725,0.05886986149053354,1.5,1.6666666666666667,1.6666666666666667,16.280875925424958,10.089568530700586,2.0523477770427223,-2.110586250862595,2.0299440446666175,-2.149925586387973,4.585334900404654,0.07646981732380431,1.3516441151533922,3.168489872670569,33.69332843436965,5.207106781186548,4.654320376686506,4.654320376686506,2.5606601717798214,2.2842669695298,2.2842669695298,2.1659876502881983,2.1659876502881983,0.8652206641949665,0.8652206641949665,0.0,0.0,-0.04,12.16479703638053,5.959999999999999,1.6056599286563615,3.9600000000000004,38.99325323761199,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,20.268296022307258,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,0.0,32.79308403298157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,0.0,27.19203322199788,0.0,0.0,0.0,0.0,20.23,5.601050810983688,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,13.847474399381248,6.923737199690624,0.0,5.106527394840706,0.0,0.0,0.0,8.82638888888889,-0.45833333333333326,0.0,0.0,0.8263888888888888,5.555555555555555,0.0,1.0,6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.1673,26.58879999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,10.652777777777779,10.652777777777779,1.2569444444444442,-4.192901234567901,0.4255929603251894,118.48500000000001,116.46900000000001,117.979712404,38,0,0.4017239426310728,-0.1697334921102328,0.4017239426310728,0.1697334921102328,1.3333333333333333,1.5,1.5,35.495663544834194,10.795165804062485,2.23969971238669,-1.9446254360145006,2.144025801281366,-2.071109041998502,6.1785704485379265,-0.10601277663189518,1.3516441151533922,3.1684898726705697,38.54808140664299,5.207106781186548,2.7189646732234563,3.474893619241911,2.5606601717798214,1.1877613420195388,1.7222838258443876,0.7488081981105629,1.0160694400229873,0.15152288168283157,0.4545686450484948,0.0,0.0,0.07999999999999996,12.16479703638053,6.080000000000001,1.6870094800344728,4.08,37.90406557788653,0.0,5.880003444970339,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,11.600939890232516,0.0,0.0,0.0,0.0,13.171245143024459,11.600939890232516,0.0,0.0,0.0,6.176298517443475,5.880003444970339,0.0,0.0,0.0,0.0,13.171245143024459,0.0,11.600939890232516,12.056301962413814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.056301962413814,13.171245143024459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,31.958333333333336,4.3526234567901225,0.0,0.0,0.0,-1.2569444444444442,0.0,-4.192901234567901,0.0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.7874999999999999,16.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,10.534722222222221,10.534722222222221,1.729166666666667,-4.402777777777778,0.4706748907200954,100.03900000000002,97.01500000000001,100.013599376,38,0,0.41100300461617556,-0.38694577075923503,0.41100300461617556,0.38694577075923503,1.3333333333333333,1.5,1.5,19.413287322460956,10.731418769525906,2.240695021670211,-1.9536152973638035,2.1069378396320535,-2.1169355036360775,4.387281990635489,-0.15925719841130034,1.3516441151533922,3.168489872670569,38.54808140664299,5.207106781186548,2.7882137957141873,2.7882137957141873,2.5606601717798214,1.2367278661239525,1.2367278661239525,0.7732914601627696,0.7732914601627696,0.179284291400159,0.179284291400159,0.0,0.0,-0.25,12.16479703638053,5.75,1.4660493827160495,3.75,32.39503310320087,5.106527394840706,6.606881964512918,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,0.0,0.0,0.0,0.0,18.277772537865165,0.0,0.0,0.0,0.0,6.176298517443475,6.606881964512918,0.0,0.0,0.0,0.0,13.171245143024459,0.0,0.0,17.889707876797097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,12.783180481956393,13.171245143024459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,31.604166666666664,0.0,0.0,7.277777777777778,0.0,0.0,0.0,-4.402777777777778,-1.729166666666667,0.0,1.0,6,1,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.5410000000000001,13.140800000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,10.465277777777779,10.465277777777779,0.13888888888888884,-0.13888888888888884,0.4517892989299219,100.16099999999999,88.06499999999998,100.088815004,42,0,0.13463290995980942,-0.29943568716997876,0.29943568716997876,0.13463290995980942,1.2857142857142858,1.4285714285714286,1.4285714285714286,16.138553753159492,9.922643062471908,2.1415766004618044,-2.1078439716276973,2.1210016087086565,-2.1492386431827475,5.803844802470328,-0.12352134058164473,1.3143204867061786,3.7911184170869663,76.67103446305711,6.077350269189626,5.408248290463863,5.408248290463863,2.9433756729740645,2.4541241452319316,2.4541241452319316,2.8061862178478973,2.8061862178478973,1.0561862178478973,1.0561862178478973,0.0,0.0,-0.33,17.086166327180322,6.670000000000001,1.6450481914728035,2.3754673721340387,44.725483699856355,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.771211599071872,6.923737199690624,5.41499046939678,0.0,4.794537184071822,5.783244946364939,0.0,0.0,5.41499046939678,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,5.41499046939678,27.694948798762496,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,11.198235415761719,0.0,0.0,0.0,6.923737199690624,20.771211599071872,0.0,0.0,0.0,0.0,10.465277777777779,0.0,-0.13888888888888884,0.24305555555555602,0.0,0.0,7.347222222222222,0.0,0.8333333333333334,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.6215,30.13599999999998,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
