SMILES
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
C(=O)(N)N
C(CC(=O)O)C(=O)O
CCC(=O)O
CC(CO)O
C1=CC=C(C=C1)O
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
CO
C1=CC(=CC=C1O)O
C(CC(=O)O)CC(=O)O
C=O
CCO
CC(C(=O)O)O
CCCCCCCC(=O)O
C(=O)O
[C-]#[O+]
C(=O)=O
C1=CC=C(C=C1)C(=O)O
CC(=O)C
CC(=O)O
C(CCl)Cl
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O
CCN(CC1=CN=C(C=C1)Cl)/C(=C/[N+](=O)[O-])/NC
CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O
CC(=CCC/C(=C/COC(=O)C)/C)C
CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
C/C=C/C1=CC(=C(C=C1)O)OC
CC(=CCC/C(=C\CO)/C)C
C/C=C/C=C/C(=O)O
C/C=C/C1=CC=C(C=C1)OC
C1=CC=C(C=C1)C(=O)[O-].[Na+]
C(=O)(O)[O-].[Na+]
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
COC1=C(C=CC(=C1)/C=C/C(=O)O)O
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
C(=C/C(=O)O)\C(=O)O
COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC
CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
CC1=CC[C@@H](CC1)C(=C)C
C1=C(OC(=C1)C=O)CO
C([C@H]([C@H](CO)O)O)O
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
C1C[C@H](NC1)C(=O)O
C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O
COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N
CC(C)(CO)[C@H](C(=O)NCCCO)O
C1C[C@@H]2[C@H]3CCC[N+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-]
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
CN1CCC[C@H]1C2=CN=CC=C2
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
CC1(C2CCC1(C(C2)O)C)C
C(CC(CBr)(C#N)Br)C#N
C1CC1NC2=NC(=NC(=N2)N)N
CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl
C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2
C(=C(Cl)Cl)(Cl)Cl
CCCCOP(=O)(OCCCC)OCCCC
C1COCCO1
CCCCOC(=O)C
CC1OC(OC(O1)C)C
CC(C)CCO
CC(=CCCC(=C)C=C)C
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC
C(CCl)P(=O)(O)O
COC(=O)NC1=NC2=CC=CC=C2N1
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
CC1(C(=O)N(C(=O)N1CO)CO)C
CC1=CCC(CC1)C(=C)C
CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
CC(C)(C)C1=C(C=CC(=C1)O)O
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
CC1(C2CCC(=C)C1C2)C
CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
CCCCCCCCCCCCCCC
CSSC
CC(C)CC=O
C1=CC=C(C=C1)NC2=CC=CC=C2
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C
CC1=CCC(CC1)(C(C)C)O
CCCCCCCCCCCCCC(=O)O
C[N+](C)(C)C[C@@H](CC(=O)[O-])O
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
CN1CN(C(=S)SC1)C
C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
CC(C)CC(=O)O
CC1=C(C=C(C=C1)C(C)C)O
C(=O)([O-])[O-].[Ca+2]
CCCCCCC
CCCCCC(=O)O
CCOC(=O)C
COC1=CC=C(C=C1)CC=C
C1=CC=C2C=C(C=CC2=C1)O
COC(=O)C1=CC=CC=C1N
C1=CC=C2C(=O)C=CC(=O)C2=C1
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
C1=CC(=C(C=C1Cl)Cl)O
CCOC(=O)C1=CC=C(C=C1)O
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl
CC=C
CCCCCCCCCCCCCCCCCCO
CCCCCCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCO
CCOCCOCCO
CCCCOCCO
C(COCCO)O
C(CO)NCCO
CCCCCCO
CCCCCCC(=O)O
CCOCCO
CCCCCC(=O)C
C1=COC=C1
C1=CNC=C1
CCCCC
CCCCC(=O)O
C1CCC(CC1)N
C1(=NC(=NC(=N1)N)N)N
CN(C)CCO
CC(CCO)O
CC(CC(C)(C)O)O
C(=O)C=O
C(CBr)Br
C1=CC(=CC=C1N)N
CC1=CC(=C(C=C1)O)C
CCCCC(CC)CO
C(CO)N(CCO)CCO
C1CCC(CC1)NS(=O)(=O)O
C=CC1=CC=CC=C1
C1=CC(=CC=C1C(=O)O)C(=O)O
COC(=O)C1=CC=C(C=C1)O
C1=CC(=CC=C1N)[As](=O)(O)O
C1=COC(=C1)C=O
C1CC(=O)OC1
CC1=CC=CC=C1C
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
CCCCOC(=O)C1=CC=C(C=C1)O
CCCOC(=O)C1=CC=C(C=C1)O
COC1=C(C=C(C=C1)CC=C)OC
C1=CC=C2C(=C1)NC3=CC=CC=C3S2
C1=CC=C(C=C1)C2=CC=CC=C2
C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
C1=CC=C2C(=C1)C=CC=C2O
C([C@H](C([C@H](CO)O)O)O)O
CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC
CC1=CNC2=CC=CC=C12
CC(=C)C(=O)OC
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
C(C(=O)O)(Cl)Cl
C=CC(=O)O
C(=C(Cl)Cl)Cl
CCC(=O)C
CC(C)CO
C(I)(I)I
C(=S)=S
C(Cl)Cl
CCC
CN
C(C[C@@H](C(=O)O)N)CN=C(N)N
CC[C@H](C)[C@@H](C(=O)O)N
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
C[C@H]([C@@H](C(=O)O)N)O
CC(C)[C@@H](C(=O)O)N
C1=C(NC=N1)C[C@@H](C(=O)O)N
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
C(Cl)(Cl)Cl
CCCCCC=O
C1=CC=C(C=C1)C[C@@H](C(=O)O)N
CSCC[C@@H](C(=O)O)N
CNC(=O)OC1=CC=CC2=CC=CC=C21
C1=CC=C(C=C1)N
CC(C)C[C@@H](C(=O)O)N
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CC(C)(C(Cl)(Cl)Cl)O
C(CCN)C[C@@H](C(=O)O)N
C([C@@H](C(=O)O)N)C(=O)O
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
C([C@@H](C(=O)O)N)O
C[C@@H](C(=O)O)N
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
COP(=O)(C(C(Cl)(Cl)Cl)O)OC
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
CCOC(=O)N
C1=CC(=CC=C1CCN)O
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
CC(=O)OCC(COC(=O)C)OC(=O)C
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
CN1C=NC2=C1C(=O)NC(=O)N2C
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
CCCCCCCCCCCCCCCCCC(=O)O
C1=CC=C(C(=C1)C(=O)N)O
C1=CC(=CC(=C1)O)O
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
CC(C)OC1=CC=CC=C1OC(=O)NC
C1C=C2C(=CC(=O)O2)C(O1)O
C1=CC(=CC=C1Cl)Cl
C1=CC(=O)C=CC1=O
COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
CCN(CC)C(=O)C1=CC=CC(=C1)C
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
COC(=O)C1=CC=CC=C1O
C1N2CN3CN1CN(C2)C3
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC
C(CN)N
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
CCOCC
C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CCN(CC)C(=S)SSC(=S)N(CC)CC
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
CNC(=O)CSP(=S)(OC)OC
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
CC1=CC=C(C=C1)O
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
C(C(Cl)(Cl)Cl)(O)O
CC1(C2CCC1(C(=O)C2)C)C
C[As](=O)(C)O
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
C(CCCC(=O)O)CCCC(=O)O
CCNC1=NC(=NC(=N1)Cl)NC(C)C
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
CC(=O)NC1=CC=C(C=C1)O
CC1=C(C=CC(=C1)O)Cl
C1=CN=CC=C1N
C1=NNC(=N1)N
C(CS)O
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
CC1CCC(C(C1)O)C(C)C
COC1=C(C=CC(=C1)C=O)O
CN(C)C
CC1=CC=CC=C1
C(CS(=O)(=O)O)N
CSC
C1=CC(=C(C(=C1)O)O)O
CCCO
C1=CC=C(C(=C1)C(=O)O)C(=O)O
C1=CC=C(C=C1)CC(=O)O
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
CCCCCCCCCCCCCCCC(=O)O
C1=CC(=CC=C1[N+](=O)[O-])O
C1=CC(=CC=C1C(=O)O)N
C(=O)(C(=O)O)O
C1=CC(=CN=C1)C(=O)O
C1=CC(=CN=C1)C(=O)N
C1=CC=C2C=CC=CC2=C1
CC(=O)C=O
C1=CC=C2C(=C1)C=CN2
C(C(=O)O)O
C(C(CO)O)O
C(C(=O)O)N
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
C(CO)N
CS(=O)C
CNC
C(C(=O)CO)O
C(C(C(=O)O)O)C(=O)O
COC1=CC=CC=C1O
C1=CC(=CC=C1N)O
C1=C(C=C(C(=C1O)O)O)C(=O)O
CC1=CC(=CC=C1)O
C1=CC=C(C(=C1)C(=O)O)O
CC1=CC=CC=C1O
C1=CC=C2C(=C1)C=CC(=O)O2
C(C(=O)O)C(CC(=O)O)(C(=O)O)O
C(C(=O)O)Cl
C1=CC=C(C(=C1)O)O
CCCC(=O)O
CCCCO
CC(C(C)O)O
CCCC=O
C[N+](C)(C)CC(=O)[O-]
C1=CC=C(C=C1)CO
C1=CC=CC=C1
C(CCC(=O)O)CC(=O)O
CC(C(=O)C)O
CC(=O)N
CC=O
C(CO)O
C1=CC(=CC=C1C(=O)O)O
CC1=CC(=O)NC(=N1)C(C)C
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
C1=NNC2=C1C(=O)NC=N2
C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C
C1=NC2=C(N1)C(=O)NC(=N2)N
C1=NC2=C(N1COCCO)N=C(NC2=O)N
C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl
C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC
C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC
C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F
CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)NC)OC)OC)\C)C
C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@@]4(C[C@@H]([C@@H]5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
C([C@@]1([C@H]2[C@@H]3[C@H](N=C(N[C@@]34[C@@H]([C@@H]1O[C@]([C@H]4O)(O2)O)O)N)O)O)O
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
CC(C)(/C=N/OC(=O)NC)SC
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O
CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl
COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl
C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
C(=O)(N)/N=N/C(=O)N
CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C
C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
CC(C1=CC=CC=C1)OC(=O)/C=C(\C)/OP(=O)(OC)OC
C/C(=C\C(=O)NC)/OP(=O)(OC)OC
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC
CC(C)OC(=O)/C=C(\C)/C=C/CC(C)CCCC(C)(C)OC
CNC(=S)[S-].[Na+]
C/C(=C\C(=O)OC)/OP(=O)(OC)OC
CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC
C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
