critical_temp,predicted_temp
719.5,684.3393
495.8,488.818
701.0,729.2199
463.89,449.13528
578.2,603.46515
576.0,612.757
189.2,253.64186
642.0,673.6535
611.43,634.0321
536.3,572.31024
419.33,469.32385
605.0,634.7983
707.0,723.2823
692.0,643.32623
476.2,529.6307
561.44,572.7577
668.0,682.52515
574.4,592.79425
591.8,580.86066
548.62,564.3732
549.9,580.514
603.5,614.2892
660.0,645.89716
668.59,670.8627
645.88,616.6813
684.0,699.625
490.2,507.10834
640.0,632.5314
747.6,749.6304
619.0,621.6551
767.0,783.2978
801.0,776.0732
632.7,652.8876
621.6,648.04846
769.0,767.72687
734.0,702.74603
416.266,409.69235
707.0,772.79816
376.65,388.86298
410.6,393.20798
620.0,626.74005
675.0,672.3531
675.0,709.79034
575.55,611.91437
502.88,500.72723
616.94,619.2783
594.0,627.4456
693.7,728.8759
770.0,773.7305
780.0,812.75995
614.0,603.3969
925.0,914.5932
702.0,718.1143
507.62,561.76794
840.0,820.38586
670.9,636.07916
694.0,713.38995
395.4,379.21478
755.0,768.0331
666.11,671.0374
775.0,746.2051
849.0,854.28125
593.7,590.47577
543.82,592.75275
755.0,711.6618
692.0,726.341
307.6,338.29025
680.0,681.6256
682.0,721.2297
510.0,532.2559
698.8,622.762
386.35,375.92007
532.5,488.8377
431.23,500.32263
365.0,374.49686
512.77,545.4983
676.0,686.21906
607.55,598.2721
736.0,749.49146
447.57,432.72318
381.2,367.87503
772.2,740.26044
473.0,458.00397
605.9,638.5512
687.0,714.9895
683.75,653.0626
421.68,423.234
405.399,391.3715
742.0,760.0485
545.42,536.01605
621.2,642.99817
814.0,802.6645
571.1,546.3352
674.4,708.50336
838.0,807.66205
618.0,647.8243
293.022,324.3646
657.0,613.10974
743.0,786.4368
711.14,727.107
427.12,427.0594
506.13,541.1896
702.0,695.7588
647.2,709.4043
428.75,430.01492
510.07,470.98312
753.0,722.9086
325.4,332.80338
579.8,579.4806
418.78,451.96292
403.41,442.03323
453.0,477.48068
666.0,662.5931
469.75,524.1091
629.1,674.3865
645.0,705.7746
423.27,420.7325
830.0,881.3955
574.88,545.8206
435.7,471.22803
631.0,666.5544
482.3,492.59262
746.0,731.7951
639.66,677.6121
516.21,480.7648
808.0,828.18164
271.1,300.6807
712.0,743.77704
630.7,660.9058
714.0,758.7678
466.8,533.7073
459.9,476.004
415.76,424.49127
532.0,578.8844
841.0,817.68414
607.5,615.4723
610.1,616.4472
771.0,739.88446
540.75,571.73895
743.0,749.0871
587.0,631.2553
650.1,668.23395
731.1,684.242
584.1,605.8786
551.0,581.1083
539.2,541.1533
716.0,728.6544
836.0,840.5246
631.2,610.7383
651.0,642.2514
563.0,677.8975
862.0,910.5742
498.22,481.0873
482.02,534.2444
812.0,818.3305
581.5,630.7887
787.0,822.9928
567.0,575.5326
586.03,596.9777
623.5,629.8649
651.0,692.8702
617.43,675.60895
596.3,593.5831
430.62,422.87128
760.0,780.3539
663.72,670.3796
526.0,554.09
588.0,543.32495
619.0,644.79816
515.5,514.5469
790.0,791.3888
763.0,811.62
723.8,757.9971
581.8,577.70703
703.0,683.5999
605.3,662.90796
726.7,736.3816
496.3,502.06668
483.71,523.7875
653.0,614.4291
493.2,502.2673
457.19,468.2423
433.3,456.71588
709.0,764.23566
475.74,475.44763
639.25,646.5623
678.5,698.298
537.2,565.0221
883.0,929.75336
397.0,395.87332
561.11,541.6494
578.1,608.24164
578.0,610.6081
364.0,369.56778
616.0,617.8891
730.0,742.1529
400.31,429.64612
477.4,482.5434
682.0,726.3756
345.048,347.6661
581.5,628.90515
260.0,249.93561
730.0,762.74866
721.7,663.89404
585.0,616.0052
444.471,458.42468
686.0,694.5408
709.0,688.71906
299.0079,346.10648
778.0,820.1191
721.74,747.0722
657.6,648.0933
459.59,501.82162
799.7,799.8412
663.23,670.3658
772.0,784.8276
653.0,654.64716
259.0,282.45493
575.6,615.0195
412.8,402.2509
497.88,531.2419
740.0,765.7132
597.6,615.9983
601.0,675.20935
850.0,772.6001
534.65,566.435
661.1,694.9291
412.35,416.78125
628.0,614.92084
317.45,331.24112
444.88,457.39877
532.757,554.62616
521.8,580.1546
721.0,709.89746
348.82,356.117
506.16,471.8855
598.0,597.8478
505.35,540.39886
679.0,703.3562
638.28,628.6362
599.0,583.53076
509.7,566.04083
641.0,628.3377
359.4,382.6943
728.0,746.5947
569.45,576.59344
435.0,434.11087
664.43,666.51996
751.0,789.17145
662.0,618.67676
388.45,420.1662
607.0,599.83826
563.6,577.6711
559.5,577.37024
685.0,720.8945
512.0,479.0327
374.126,394.00616
670.0,672.5301
558.9,598.80096
497.07,522.37463
715.5,702.8812
576.7,600.54803
619.18,596.05286
448.61,486.74292
608.5,639.1218
454.57,431.43228
602.0,632.45105
372.29,428.9451
568.61,510.63718
831.0,839.8101
567.5,568.91986
568.8,573.74927
775.0,769.17236
548.4,538.62756
472.25,505.28055
532.7,565.88715
716.0,712.5503
644.16,644.13666
431.95,421.54517
513.4,529.389
679.0,698.298
545.5,551.384
618.0,628.2249
668.0,674.0677
509.1,570.1428
585.0,606.0714
649.0,681.40265
683.0,800.7746
406.814,446.50467
560.42,560.2912
723.0,753.42303
748.0,741.1801
513.9,509.11206
678.5,711.8995
339.173,370.71152
843.0,846.0609
450.0,431.43228
377.922,444.56522
723.2,699.38226
560.3,547.131
401.5,419.20908
697.0,713.7453
593.0,596.6491
685.0,681.1824
836.0,856.6093
486.48,488.94968
740.0,776.7939
560.06,527.3168
864.0,814.7425
573.5,580.7273
451.43,437.2079
611.7,641.34125
126.1931,186.79787
647.0,659.6674
609.5,618.0752
626.8,663.35297
368.9,394.4958
451.85,431.4121
617.633,626.56537
705.67,705.78546
574.57,586.91315
475.5,518.2697
808.0,808.28577
498.57,547.6496
302.98,334.1373
261.08,354.1861
502.2,543.36945
728.0,654.5686
373.05,394.59912
697.0,735.41425
798.0,811.3095
420.26,433.57288
561.5,601.30707
665.0,695.16077
647.1,702.1443
609.1,645.29865
591.86,569.4466
437.7,461.37778
652.13,669.8655
858.0,967.09406
528.0,516.22205
531.1,571.3424
811.0,830.88367
539.67,575.4937
632.69,636.3064
597.0,623.9793
813.0,847.00415
692.0,729.722
