cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,neighbortype,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
17687,Dithallium malonate,"Dithallium malonate|Thallium malonate|THALLOUS MALONATE|Formomalenic thallium|Thallium(I) malonate|2757-18-8|Propanedoic acid, dithallium salt|Propanedioic acid, dithallium salt|Malonic acid, thallium salt (1:2)|Y2JPM0IF0R|propanedioate;thallium(1+)|Thallium malonate, Tl2(O4C3H2)|Propanedioic acid, thallium(1+) salt (1:2)|HSDB 6430|NSC-112250|EINECS 220-414-7|UNII-Y2JPM0IF0R|NSC 112250|33042-40-9|Thallium(i)malonate|SCHEMBL1925806|DTXSID1062627|DITHALLIUM MALONATE [HSDB]",510.810,C3H2O4Tl2,80.300,72.100,NULL,9,0,4,0,"InChI=1S/C3H4O4.2Tl/c4-2(5)1-3(6)7;;/h1H2,(H,4,5)(H,6,7);;/q;2*+1/p-2",C(C(=O)[O-])C(=O)[O-].[Tl+].[Tl+],C(C(=O)[O-])C(=O)[O-].[Tl+].[Tl+],UFVDXEXHBVQKGB-UHFFFAOYSA-L,propanedioate;thallium(1+),511.944,511.944,0,3,0,0,0,0,0,0,0,901,217,95,2D,NULL,Chemical and Physical Properties|Classification|Identification|Literature|Patents|Pharmacology and Biochemistry|Safety and Hazards|Toxicity|Use and Manufacturing,9,NULL,20050808,"ABI Chem|Achemo Scientific Limited|AHH Chemical co.,ltd|Alfa Chemistry|BenchChem|BOC Sciences|Chembase.cn|ChemIDplus|ChemSpider|ChemTik|DiscoveryGate|EPA DSSTox|EPA Substance Registry Services|FDA Global Substance Registration System (GSRS)|Google Patents|J&H Chemical Co.,ltd|Japan Chemical Substance Dictionary (Nikkaji)|LeadScope|MP Biomedicals|NextBio|NORMAN Suspect List Exchange|NovoSeek|RR Scientific|SureChEMBL|THE BioTek|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
21915946,Thallic acetate,"Thallic acetate|2570-63-0|Thallium (III) acetate|Thallium(III) triacetate|Thallium(3+) acetate|Thallium triacetate|24Z9A6MS8G|Acetic acid, thallium(3+) salt|Thallic triacetate|Acetic acid, thallium(3+) salt (3:1)|Tris(acetato)thallium|THALLIUM ACETATE|Triacetatothallium(III)|NSC-127177|Thallium acetate (VAN)|thallium(3+);triacetate|UNII-24Z9A6MS8G|TRIS(ACETATO-O)THALLIUM|DTXSID20890561|SMRRYUGQTFYZGD-UHFFFAOYSA-K|THALLIUM(III) ACETATE [MI]|EINECS 219-913-2|NSC 127177|Thallium(III) acetate 51%-56% Thallium",381.520,C6H9O6Tl,120.000,25.500,NULL,13,0,6,0,"InChI=1S/3C2H4O2.Tl/c3*1-2(3)4;/h3*1H3,(H,3,4);/q;;;+3/p-3",CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Tl+3],CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Tl+3],SMRRYUGQTFYZGD-UHFFFAOYSA-K,thallium(3+);triacetate,382.014,382.014,0,4,0,0,0,0,0,0,0,0,69,30,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,8,NULL,20071205,"3WAY PHARM INC|ABBLIS Chemicals|AHH Chemical co.,ltd|BenchChem|BOC Sciences|Chembase.cn|ChemIDplus|ChemSpider|DiscoveryGate|EPA DSSTox|EPA Substance Registry Services|FDA Global Substance Registration System (GSRS)|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|labseeker|MP Biomedicals|NextMove Software|Oakwood Products|Santa Cruz Biotechnology, Inc.|Thomson Pharma|Yuhao Chemical",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
16211721,Thallium carbonate (Tl2CO3),Thallium carbonate|Thallium carbonate (Tl2CO3)|NSC-112225|thallium(i)-carbonat|Thallium carbonate Tl2CO3|Thallium carbonate (2:1)|SCHEMBL19172|WLN: QVQ &-TL- 2|NSC112225,266.410,CH2O3Tl,57.500,26.300,NULL,5,2,3,0,"InChI=1S/CH2O3.Tl/c2-1(3)4;/h(H2,2,3,4);",C(=O)(O)O.[Tl],C(=O)(O)O.[Tl],YXDGQKSQJZGPDO-UHFFFAOYSA-N,NULL,266.975,266.975,0,2,0,0,0,0,0,0,0,13,33,24,2D,NULL,Biological Test Results|Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,8,248,20070712,ChemSpider|DTP/NCI|Google Patents|NovoSeek|Springer Nature|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development,NULL
16019977,Thallous Chloride Tl-201,"Thallium-201 chloride|THALLOUS CHLORIDE TL-201|Thallous chloride tl 201|Thallous Chloride, Tl-201|CHEBI:32213|3I8Y076A0E|allous Chloride Tl-201|Thallous chloride,tl-201|Thallous Chloride T1-201|thallous chloride, Tl 201|(201)TlCl|(201-Tl)Thallous chloride|Thallium (201Tl) chloride|thallium-201(1+) chloride|UNII-3I8Y076A0E|(201-Tl) Thallous Chloride|Thallous chloride (201TlCl)|((201)Tl)thallium monochloride|((201)Tl)thallium(I) chloride|((201)Tl)thallium(1+) chloride|Thallium chloride ((sup 201)TlCl)|Thallous chloride Tl 201 [USAN:USP]|Thallium chloride ((sup 201)Tl) injection|Q27114831",236.420,ClTl,0.000,2.000,NULL,2,0,0,0,InChI=1S/ClH.Tl/h1H;/q;+1/p-1/i;1-3,Cl[201Tl],Cl[Tl],GBECUEIQVRDUKB-RYDPDVNUSA-M,chloro(201Tl)thallium-201,235.94,235.94,0,1,1,0,0,0,0,0,0,0,103,36,2D,NULL,Classification|Drug and Medication Information|Literature|Patents|Pharmacology and Biochemistry|Toxicity|Use and Manufacturing,8,NULL,20070403,"Alfa Chemistry|ChEBI|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|DiscoveryGate|DrugCentral|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|Google Patents|J&H Chemical Co.,ltd|NovoSeek|Probes & Drugs portal|PubChem Reference Collection|Therapeutic Target Database (TTD)|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,C1446 - Radiopharmaceutical Compound
90200,Thallium(III) trifluoroacetate,"Thallium(III) trifluoroacetate|23586-53-0|Thallic trifluoroacetate|2,2,2-Trifluoroacetic acid, thallium(3+) salt (3:1)|Trifluoroacetic acid thallium(III) salt|thallium(III)trifluoroacetate|EINECS 245-761-1|Tris(trifluoroacetato)thallium|thallium tris(trifluoroacetate)|thallium (III) trifluoroacetate|DTXSID9066912|PSHNNUKOUQCMSG-UHFFFAOYSA-K|AKOS015852671|T1351|D76369",543.430,C6F9O6Tl,120.000,77.900,NULL,22,0,15,0,"InChI=1S/3C2HF3O2.Tl/c3*3-2(4,5)1(6)7;/h3*(H,6,7);/q;;;+3/p-3",C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].[Tl+3],C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-].[Tl+3],PSHNNUKOUQCMSG-UHFFFAOYSA-K,"thallium(3+);2,2,2-trifluoroacetate",543.93,543.93,0,4,0,0,0,0,0,0,0,6,641,174,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,8,NULL,20050719,"001Chemical|ABI Chem|Acadechem|Achemica|AKos Consulting & Solutions|Angene Chemical|Anward|AstaTech, Inc.|BOC Sciences|ChemExper Chemical Directory|ChemIDplus|ChemSpider|ChemTik|Cooke Chemical Co., Ltd|CymitQuimica|DiscoveryGate|eNovation Chemicals|EPA DSSTox|Google Patents|iChemical Technology USA Inc|J&H Chemical Co.,ltd|Japan Chemical Substance Dictionary (Nikkaji)|King Scientific|LabNetwork, a WuXi AppTec Company|LEAPCHEM|MolCore BioPharmatech|MolPort|MuseChem|NextBio|NextMove Software|NORMAN Suspect List Exchange|NovoSeek|Oakwood Products|RR Scientific|Santa Cruz Biotechnology, Inc.|Strem Chemicals, Inc.|SynQuest Laboratories|TCI (Tokyo Chemical Industry)|Thermo Fisher Scientific|Thomson Pharma|ToxPlanet|Tractus|Vesino Industrial Co., Ltd|VladaChem|VWR, Part of Avantor|Win-Win Chemical|Wubei-Biochem|Yuhao Chemical",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
30143,Thallium (I) ethanolate,"20398-06-5|Thallous ethoxide|Thallium (I) ethanolate|ETHANOL, THALLIUM(1+) SALT|thallium(i)ethoxide|Ethanol, thallium(1+) salt (1:1)|Ethyl alcohol, thallium (I)|EINECS 243-786-2|thallium ethoxide|ethanolate;thallium(1+)|SCHEMBL690956|DTXSID60890787|DZFYOYRNBGNPJW-UHFFFAOYSA-N|FT-0637991",249.440,C2H5OTl,23.100,2.800,NULL,4,0,1,0,"InChI=1S/C2H5O.Tl/c1-2-3;/h2H2,1H3;/q-1;+1",CC[O-].[Tl+],CC[O-].[Tl+],DZFYOYRNBGNPJW-UHFFFAOYSA-N,ethanolate;thallium(1+),250.008,250.008,0,2,0,0,0,0,0,0,0,4,205,116,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,8,NULL,20050808,"3WAY PHARM INC|ABI Chem|AHH Chemical co.,ltd|Ambinter|BenchChem|BOC Sciences|ChemIDplus|ChemSpider|ChemTik|Cooke Chemical Co., Ltd|CymitQuimica|Debye Scientific Co., Ltd|DiscoveryGate|eNovation Chemicals|EPA DSSTox|EPA Substance Registry Services|Finetech Industry Limited|Google Patents|iChemical Technology USA Inc|J&H Chemical Co.,ltd|Japan Chemical Substance Dictionary (Nikkaji)|King Scientific|LabNetwork, a WuXi AppTec Company|labseeker|LeadScope|MolPort|MuseChem|NextBio|NextMove Software|Parchem|RR Scientific|Santa Cruz Biotechnology, Inc.|Strem Chemicals, Inc.|SureChEMBL|Thermo Fisher Scientific|Thomson Pharma|ToxPlanet|VladaChem",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
102602585,Cobalt(2+);oxido(oxo)thallane,Cobalt tallate|61789-52-4,531.700,CoO4Tl2,80.300,7.500,NULL,7,0,4,0,InChI=1S/Co.4O.2Tl/q+2;;;2*-1;;,[O-][Tl]=O.[O-][Tl]=O.[Co+2],[O-][Tl]=O.[O-][Tl]=O.[Co+2],RXSBGZHXTFJRJF-UHFFFAOYSA-N,cobalt(2+);oxido(oxo)thallane,532.862,532.862,0,3,0,0,0,0,0,0,0,0,0,0,NULL,NULL,Chemical and Physical Properties|Classification|Food Additives and Ingredients|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20160108,Alfa Chemistry|ToxPlanet,Chemical Vendors|Legacy Depositors|Subscription Services,NULL
90474672,Tributoxythallane,Butyl tallate|tributoxythallane|67762-63-4|thallium(III) butan-1-olate,423.720,C12H27O3Tl,27.700,110.000,NULL,16,0,3,12,"InChI=1S/3C4H9O.Tl/c3*1-2-3-4-5;/h3*2-4H2,1H3;/q3*-1;+3",CCCCO[Tl](OCCCC)OCCCC,CCCCO[Tl](OCCCC)OCCCC,IEEVWHJPZUASPC-UHFFFAOYSA-N,tributoxythallane,424.17,424.17,0,1,0,0,0,0,0,0,0,0,0,0,2D,NULL,Chemical and Physical Properties|Classification|Food Additives and Ingredients|Patents|Safety and Hazards|Use and Manufacturing,7,NULL,20150216,3B Scientific (Wuhan) Corp|Alfa Chemistry|BenchChem|BOC Sciences|ChemMol|PATENTSCOPE (WIPO)|Smolecule|THE BioTek|ToxPlanet,Chemical Vendors|Governmental Organizations|Legacy Depositors|Subscription Services,NULL
86588470,CID 86588470,Thallium carbonate|SCHEMBL5130471|KTCMVMPQERZPNI-UHFFFAOYSA-L,264.390,CO3Tl-2,63.200,18.800,NULL,5,0,3,0,"InChI=1S/CH2O3.Tl/c2-1(3)4;/h(H2,2,3,4);/p-2",C(=O)([O-])[O-].[Tl],C(=O)([O-])[O-].[Tl],YXDGQKSQJZGPDO-UHFFFAOYSA-L,NULL,264.959,264.959,-2,2,0,0,0,0,0,0,0,0,14,3,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20150202,NextMove Software|SureChEMBL,Curation Efforts|Research and Development,NULL
16211297,"Ethanol, thallium(1+) salt (1:1)","ethanol thallium|20398-06-5|Ethanol, thallium(1+) salt (1:1)|thallium(i)ethoxide",250.450,C2H6OTl,20.200,2.800,NULL,4,1,1,0,"InChI=1S/C2H6O.Tl/c1-2-3;/h3H,2H2,1H3;",CCO.[Tl],CCO.[Tl],ZWYFUZVIDNRFQU-UHFFFAOYSA-N,NULL,251.016,251.016,0,2,0,0,0,0,0,0,0,5,3,1,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20070712,"A2B Chem|AA BLOCKS|Aaron Chemicals LLC|ABI Chem|Ambinter|Chemenu Inc.|Chemieliva Pharmaceutical Co., Ltd|Google Patents|Springer Nature|Starshine Chemical",Chemical Vendors|Journal Publishers|Legacy Depositors|Research and Development,NULL
101939,Thallium(I) formate,"Thallium(I) formate|992-98-3|Thallous formate|thallium(1+);formate|Formic acid, thallium(1+) salt|Thallium formate TlO2CH|Formic acid, thallium(1+) salt (1:1)|EINECS 213-599-0|NSC 112236|Formic acid thallium(I) salt|SCHEMBL892374|DTXSID10883629|FT-0633209|Q28417828",249.400,CHO2Tl,40.100,7.500,NULL,4,0,2,0,"InChI=1S/CH2O2.Tl/c2-1-3;/h1H,(H,2,3);/q;+1/p-1",C(=O)[O-].[Tl+],C(=O)[O-].[Tl+],UESISTHQAYQMRA-UHFFFAOYSA-M,thallium(1+);formate,249.972,249.972,0,2,0,0,0,0,0,0,0,0,34,17,2D,NULL,Chemical and Physical Properties|Classification|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20050808,"ABI Chem|AHH Chemical co.,ltd|BenchChem|Chembase.cn|ChemIDplus|ChemSpider|ChemTik|Cooke Chemical Co., Ltd|CymitQuimica|Debye Scientific Co., Ltd|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|Finetech Industry Limited|Google Patents|ISpharm|Japan Chemical Substance Dictionary (Nikkaji)|MP Biomedicals|NextBio|NIST Chemistry WebBook|NORMAN Suspect List Exchange|Parchem|RR Scientific|Smolecule|SureChEMBL|THE BioTek|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
83669,Thallium(III) bromide,tribromothallane|Thallium(III) bromide|Thallium bromide (TlBr3)|13701-90-1|Thallium(III)-bromid|EINECS 237-232-9|Q4096895,444.100,Br3Tl,0.000,8.000,NULL,4,0,0,0,InChI=1S/3BrH.Tl/h3*1H;/q;;;+3/p-3,Br[Tl](Br)Br,Br[Tl](Br)Br,INAAPUZGWCETBM-UHFFFAOYSA-K,tribromothallane,443.727,441.729,0,1,0,0,0,0,0,0,0,8,82,33,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20050808,"AAA Chemistry|ABI Chem|BenchChem|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA Substance Registry Services|Google Patents|J&H Chemical Co.,ltd|MuseChem|NextBio|PATENTSCOPE (WIPO)|RR Scientific|Springer Nature|THE BioTek|Thieme Chemistry|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
83482,Thallium(III) chloride,"trichlorothallane|Thallium(III) chloride|Thallium(III) chloride hydrate|13453-32-2|TlCl3|Thallium( cento) chloride|Thallium chloride(TlCl3), tetrahydrate (9CI)|EINECS 236-625-2",310.740,Cl3Tl,0.000,8.000,NULL,4,0,0,0,InChI=1S/3ClH.Tl/h3*1H;/q;;;+3/p-3,Cl[Tl](Cl)Cl,Cl[Tl](Cl)Cl,KTZHUTMWYRHVJB-UHFFFAOYSA-K,trichlorothallane,309.881,309.881,0,1,0,0,0,0,0,0,0,50,353,170,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20050808,"3B Scientific (Wuhan) Corp|A2B Chem|AA BLOCKS|AAA Chemistry|ABI Chem|AK Scientific, Inc. (AKSCI)|Alfa Chemistry|Ambinter|Aurora Fine Chemicals LLC|BenchChem|BOC Sciences|Chembase.cn|ChemDB|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|CymitQuimica|DiscoveryGate|EPA Substance Registry Services|Google Patents|J&H Chemical Co.,ltd|NextBio|NovoSeek|PATENTSCOPE (WIPO)|RR Scientific|SCRIPDB|Sigma-Aldrich|Smolecule|Springer Nature|THE BioTek|Thieme Chemistry|Thomson Pharma|VWR, Part of Avantor",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
62679,Thallium iodide,"Thallium iodide|Thallium(I) iodide|7790-30-9|Thallous iodide|iodothallium|Thallium(1+) iodide|Thallium iodide (TlI)|Thallium monoiodide|Thallium iodide, TlI|Thallium iodide (Tl2I2)|Thallium iodide (TlI), dimer|MFCD00011279|Thallium iodide (VAN)|EINECS 232-199-7|NSC 15201|Thallium (I) iodidie|WLN: TL I|UNII-98W17EMO3C|Thallium(I) iodide, Puratronic?|DTXSID10894795|NSC15201|Thallium(I) iodide, anhydrous, beads|Q425255|Thallium(I) iodide, 99.999% trace metals basis|Thallium(I) iodide, anhydrous, beads, -10 mesh, 99.999% trace metals basis",331.288,ITl,0.000,2.000,NULL,2,0,0,0,InChI=1S/HI.Tl/h1H;/q;+1/p-1,I[Tl],I[Tl],CMJCEVKJYRZMIA-UHFFFAOYSA-M,iodothallium,331.879,331.879,0,1,0,0,0,0,0,0,0,237,3649,1794,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20050326,"3B Scientific (Wuhan) Corp|A2B Chem|AA BLOCKS|abcr GmbH|ABI Chem|AK Scientific, Inc. (AKSCI)|Ambinter|Aurora Fine Chemicals LLC|BenchChem|BOC Sciences|Chembase.cn|ChemDB|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|Cooke Chemical Co., Ltd|CymitQuimica|DiscoveryGate|DTP/NCI|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|Google Patents|LeadScope|MP Biomedicals|NextBio|NovoSeek|PATENTSCOPE (WIPO)|Santa Cruz Biotechnology, Inc.|Sigma-Aldrich|Smolecule|Springer Nature|Strem Chemicals, Inc.|THE BioTek|Thieme Chemistry|VladaChem|VWR, Part of Avantor|Wikidata|Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd.",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
62675,Thallium fluoride,Thallium(I) fluoride|Thallium fluoride|7789-27-7|Thallium fluoride (TlF)|fluorothallium|EINECS 232-154-1|MFCD00049607|Tallium( centn) fluoride|UNII-GV4Y14VZLX|DTXSID701027537|AKOS032963155|FT-0676214|Q419385,223.382,FTl,0.000,2.000,NULL,2,0,1,0,InChI=1S/FH.Tl/h1H;/q;+1/p-1,F[Tl],F[Tl],CULOEOTWMUCRSJ-UHFFFAOYSA-M,fluorothallium,223.973,223.973,0,1,0,0,0,0,0,0,0,54,760,322,2D,NULL,Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,7,NULL,20050808,"3B Scientific (Wuhan) Corp|A2B Chem|AA BLOCKS|Aaron Chemicals LLC|abcr GmbH|ABI Chem|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Ambinter|Aurum Pharmatech LLC|BenchChem|BOC Sciences|Chembase.cn|ChemDB|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemMol|ChemSpider|Clearsynth|Cooke Chemical Co., Ltd|CymitQuimica|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|eNovation Chemicals|EPA DSSTox|EPA Substance Registry Services|Finetech Industry Limited|Google Patents|J&H Chemical Co.,ltd|LeadScope|Matrix Scientific|MP Biomedicals|NextBio|NovoSeek|PATENTSCOPE (WIPO)|Santa Cruz Biotechnology, Inc.|Smolecule|Springer Nature|Strem Chemicals, Inc.|THE BioTek|Thieme Chemistry|VWR, Part of Avantor|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
21116599,"Thallium(3+); 2,2,2-trifluoroacetate","23586-53-0|thallium(3+); 2,2,2-trifluoroacetate|thallium(3+); 2,2,2-tris(fluoranyl)ethanoate|A816782",317.400,C2F3O2Tl+2,40.100,77.900,NULL,8,0,5,0,"InChI=1S/C2HF3O2.Tl/c3-2(4,5)1(6)7;/h(H,6,7);/q;+3/p-1",C(=O)(C(F)(F)F)[O-].[Tl+3],C(=O)(C(F)(F)F)[O-].[Tl+3],OQXTXRWOVUXVEN-UHFFFAOYSA-M,"thallium(3+);2,2,2-trifluoroacetate",317.959,317.959,2,2,0,0,0,0,0,0,0,6,0,0,2D,NULL,Chemical and Physical Properties|Classification|Literature|Safety and Hazards|Toxicity|Use and Manufacturing,6,NULL,20071205,Amadis Chemical|Chembase.cn|ChemSpider|NovoSeek,Chemical Vendors|Legacy Depositors|Research and Development,NULL
16684203,Dithallium oxide,Dithallium oxide|Thallium oxide (Tl2O)|1314-12-1|lambda1-thallanyloxythallium|Thallium(I) oxide|THALLIUM (I) OXIDE|Thallium(i)oxide|EINECS 215-220-4|UNII-LHV2O5DWPQ|Tl2-O|DTXSID40894900|Q2983581,424.770,OTl2,9.200,2.800,NULL,3,0,1,0,InChI=1S/O.2Tl,O([Tl])[Tl],O([Tl])[Tl],KFAIYPBIFILLEZ-UHFFFAOYSA-N,lambda1-thallanyloxythallium,425.944,425.944,0,1,0,0,0,0,0,0,0,15,4194,1996,2D,NULL,Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,6,NULL,20070823,"Alfa Chemistry|BenchChem|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|EPA Substance Registry Services|Google Patents|LeadScope|MuseChem|NIST Chemistry WebBook|NovoSeek|Parchem|PATENTSCOPE (WIPO)|Smolecule|Springer Nature|THE BioTek|Thieme Chemistry|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
16211298,"Acetic acid, 2,2,2-trifluoro-, thallium(3+) salt (3:1)","Acetic acid, 2,2,2-trifluoro-, thallium(3+) salt (3:1)|23586-53-0|SCHEMBL10539022",318.410,C2HF3O2Tl,37.300,83.400,NULL,8,1,5,0,"InChI=1S/C2HF3O2.Tl/c3-2(4,5)1(6)7;/h(H,6,7);",C(=O)(C(F)(F)F)O.[Tl],C(=O)(C(F)(F)F)O.[Tl],QGLVSUMFDCLRPK-UHFFFAOYSA-N,NULL,318.967,318.967,0,2,0,0,0,0,0,0,0,6,0,0,2D,NULL,Chemical and Physical Properties|Classification|Literature|Safety and Hazards|Toxicity|Use and Manufacturing,6,NULL,20070712,A2B Chem|AA BLOCKS|Aaron Chemicals LLC|ChemSpider|SureChEMBL,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
159690,Thallium trinitrate,"Thallium trinitrate|Thallic nitrate|Thallium(III) nitrate|13746-98-0|Nitric acid, thallium(3+) salt|thallium(3+);trinitrate|Nitric acid, thallium(3+) salt (3:1)|810U72316M|(2-Oxo-1,3,2,4-dioxazathalletidin-2-ium-4-yl) nitrate;nitrate|EINECS 237-325-4|UNII-810U72316M|Nitric acid,thallium(3+) salt (3:1)|thallium (III) nitrate|THALLIUM TRINITRATE [MI]|DTXSID50890716|KLBIUKJOZFWCLW-UHFFFAOYSA-N|THALLIUM NITRATE (TL(NO3)3)",390.400,N3O9Tl,189.000,18.800,NULL,13,0,9,0,InChI=1S/3NO3.Tl/c3*2-1(3)4;/q3*-1;+3,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Tl+3],[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Tl+3],KLBIUKJOZFWCLW-UHFFFAOYSA-N,thallium(3+);trinitrate,390.938,390.938,0,4,0,0,0,0,0,0,0,0,634,280,2D,NULL,Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing,6,NULL,20050808,"AAA Chemistry|ABI Chem|Alfa Chemistry|BenchChem|BOC Sciences|Chembase.cn|ChemIDplus|ChemSpider|ChemTik|DiscoveryGate|EPA DSSTox|EPA Substance Registry Services|FDA Global Substance Registration System (GSRS)|Google Patents|J&H Chemical Co.,ltd|LeadScope|MuseChem|NextBio|NextMove Software|NovoSeek|RR Scientific|Smolecule|THE BioTek|Thomson Pharma|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
