true_temp,pred_temp
537.471,489.18915
640.0,600.9789
365.0,360.97745
919.0,788.1778
598.0,524.85114
568.9,512.6679
728.0,644.9898
723.2,693.0344
904.0,770.46747
536.4,472.55905
505.35,466.1691
660.0,619.65216
328.04,341.81876
438.848,387.63602
549.95,517.73395
637.3,591.8476
664.1,566.8153
779.0,681.3555
126.1931,186.21042
623.0,515.92084
707.0,602.4386
594.0,532.5762
528.7,484.40375
798.0,773.54285
702.0,662.8753
437.84,441.48044
778.0,688.0256
594.37,522.8996
657.0,651.3062
487.0,453.09964
673.0,606.29156
592.0,529.9762
694.0,627.7962
647.23,623.96063
693.0,604.9123
496.3,467.7409
783.1,797.0193
664.1,600.05225
471.17,399.02652
611.7,551.7347
617.1,592.6348
706.0,698.94507
584.1,544.9853
521.0,487.48813
467.8,373.8461
423.27,377.16782
473.0,394.56226
812.0,707.6912
479.1,483.2373
543.0,497.76828
708.2,622.47205
598.0,527.9506
574.4,523.28436
502.2,490.86847
679.0,607.9573
679.0,572.24725
482.02,446.26877
356.9,323.88913
511.749,394.79044
651.0,660.7827
718.0,617.5496
790.0,667.4025
586.78,511.23172
623.8,549.29987
770.0,722.6292
317.45,332.77213
840.0,697.20703
685.7,659.5095
732.0,718.61884
628.0,603.07635
730.0,651.7267
678.5,607.50433
384.97,356.76218
651.0,607.5827
624.0,505.82346
562.032,438.83102
789.9,681.6944
707.0,684.6465
618.0,548.0006
454.9,432.21002
665.0,586.2386
850.0,701.24725
418.6,370.01877
530.0,346.78775
304.1467,326.53082
620.2,581.3511
448.9,477.39117
836.0,772.7745
714.0,638.9895
400.31,408.00388
451.65,392.5969
500.0,400.34613
594.0,539.2277
456.6,383.1005
406.814,382.16684
575.3,515.8521
711.1,641.9032
573.5,491.72012
702.0,616.3656
302.98,337.61047
687.64,630.8079
397.0,393.1749
510.2,465.68332
549.0,505.84073
134.35,168.10184
784.0,726.70996
373.05,347.9844
607.0,597.3312
671.8,592.37445
682.0,599.6393
803.1,808.1578
386.449,396.22556
561.5,458.83035
518.0,464.99814
453.0,338.8642
428.0,359.23413
772.0,697.96906
547.76,519.73444
685.0,599.2096
641.39,569.73914
792.0,673.52563
544.1,540.91693
510.0,421.22513
549.9,503.70386
403.41,342.1354
560.3,522.90656
44.4,95.41932
812.0,749.1159
667.95,628.3597
544.2,455.2671
703.04,613.4074
684.0,550.8814
849.0,744.59143
709.0,686.56384
625.0,580.26044
401.5,407.1798
558.9,523.38055
377.1,324.41882
437.7,389.63864
632.0,471.60593
632.0,594.59924
448.61,445.45047
576.7,526.9025
401.9,365.5307
673.0,649.94006
532.5,382.42206
374.126,324.7395
376.65,373.51135
608.0,558.3491
755.8,657.29803
778.0,812.5351
858.0,974.8982
524.0,419.50604
626.0,566.3852
699.0,714.8935
652.13,567.82446
535.62,506.93524
604.0,501.5613
449.2,361.2405
345.868,369.74948
678.5,604.30054
726.0,700.21826
530.9,510.74765
718.0,638.38
775.0,783.62964
748.0,726.10114
683.75,676.2121
369.262,348.37384
777.8,669.9671
559.6,517.3013
670.0,571.48303
683.0,571.3835
490.7,467.93173
538.2,483.06485
679.0,564.1688
820.0,691.8278
653.0,683.35565
720.0,658.78064
653.0,664.56683
616.94,602.08856
497.88,471.47736
480.91,400.7986
591.8,574.3999
460.9,337.1961
463.89,374.22543
571.1,487.48184
561.2,524.36255
893.0,1040.4359
594.557,545.7046
435.7,434.8113
462.99,389.0262
528.0,495.9166
498.22,391.73892
775.0,758.4074
621.6,543.1022
144.0,222.99887
698.0,720.70404
593.7,533.37415
433.3,383.40018
808.0,715.8521
623.0,548.2607
675.0,650.9334
359.4,307.88898
520.4,472.12903
411.98,345.42935
647.0,537.7349
578.1,478.62332
553.08,504.33282
698.77,717.94904
535.2,522.81287
368.9,347.42645
653.4,578.7207
612.0,580.5436
647.05,631.20605
500.21,460.24918
716.0,616.4611
504.58,483.82797
560.4,493.58347
768.0,666.5339
504.0,463.64505
561.44,493.0467
897.0,1060.2457
855.0,727.7962
719.5,616.6922
532.7,472.80453
431.23,430.92422
770.0,655.5214
840.0,791.08246
646.0,579.93524
763.0,806.9226
864.0,761.0595
478.1,350.38702
379.5,331.93054
680.9,599.06885
523.1,479.0803
581.5,531.22534
698.8,621.7678
584.4,600.4144
563.6,522.6594
668.0,589.43585
540.6,508.90433
491.3,432.80768
490.2,516.80725
629.0,565.9568
592.1,578.62396
640.2,618.2935
459.59,407.53146
614.0,538.05914
517.75,475.6543
647.0,509.1477
553.4,457.75717
632.0,604.6716
742.0,651.05237
567.5,520.76575
602.0,538.68054
634.7,607.1484
692.0,689.9878
574.88,442.4926
646.0,577.1936
398.07,320.43045
708.0,639.9893
415.76,391.5351
543.82,475.97968
641.0,553.6598
787.0,827.55145
487.6,379.79794
546.1,467.528
623.8,624.412
708.0,692.41516
830.0,718.7208
571.2,492.9025
836.0,720.507
485.1,458.0364
716.4,648.1144
749.0,753.985
542.0,525.9799
618.3,560.60657
686.0,730.519
539.67,490.21906
668.0,644.2963
899.0,790.5197
736.0,715.7302
312.09,301.0286
540.75,468.7118
649.0,577.0013
640.4,571.7598
668.59,596.0672
559.5,481.57327
421.75,410.8539
518.6,481.00598
695.0,735.116
536.9,463.11307
811.0,748.6897
215.2,282.13257
150.71,159.06665
305.352,366.28992
475.0,430.86795
562.98,491.2316
534.65,482.7253
532.757,497.60626
708.0,695.2814
693.7,590.5045
701.0,683.87775
767.0,743.27997
590.5,520.09235
627.8,578.50006
680.0,565.7187
428.61,425.47385
579.41,636.3106
808.0,679.6652
509.0,449.80518
575.0,532.7968
339.173,316.09833
740.0,646.59467
569.4,509.3102
836.0,710.4362
444.88,371.3873
578.0,534.0216
539.2,474.76364
763.0,660.9892
635.0,632.4635
454.57,361.17877
597.38,523.96814
551.0,454.44287
540.14,415.39133
836.0,895.69073
593.5,505.8616
564.32,488.13165
656.0,631.19086
464.1,432.00638
839.0,819.9175
844.0,710.36456
598.5,581.3597
549.73,484.16452
362.32,333.05698
697.0,618.0633
325.4,309.66373
428.95,347.07886
601.1,494.4906
432.79,405.24088
509.7,469.2532
454.4,333.86697
617.633,567.366
609.0,529.2177
3.3,32.347992
575.6,501.61075
850.0,720.8499
658.23,598.52875
481.54,457.11667
540.16,502.5915
658.0,576.28674
369.873,409.65808
532.0,494.5416
718.0,636.4814
579.8,522.9455
535.773,470.29083
543.86,480.29367
725.0,641.3422
675.0,584.02466
837.0,703.51117
725.0,687.3437
772.2,763.6512
435.0,348.0817
418.78,374.70535
548.62,501.23044
428.75,374.16434
511.6,454.6712
361.95,385.67093
395.4,328.31747
476.55,448.07172
308.52,380.19247
506.13,452.76688
813.0,758.678
664.43,630.48035
644.79,606.383
694.0,631.6118
602.6,537.6484
886.0,846.418
538.6,489.4692
491.03,458.45932
944.0,903.4721
566.0,518.82306
588.0,579.2571
621.2,559.3772
692.43,628.84937
572.0,519.36224
416.266,409.85733
884.0,1004.333
619.0,567.46204
627.1,605.9077
261.08,367.89636
830.0,926.8328
611.0,561.68695
568.8,518.3201
663.1,644.0619
410.3,405.37534
838.0,913.5858
614.6,551.0645
483.71,443.8137
593.0,517.8143
712.0,621.27673
581.8,555.7005
679.0,689.5346
841.0,723.4582
566.3,513.1099
655.0,578.83716
560.6,417.33936
732.0,643.32697
